             Mean	          Average	          Std dev	          Mimimum	          Maximum	# Occurances	# Books	Lettertriplets
0.00000000000000000	0.00000001117814271	0.00000012193914077	0.00000000000000000	0.00000134137712483	  1	120	ΩΝΗ
0.00000000000000000	0.00000001117814271	0.00000012193914077	0.00000000000000000	0.00000134137712483	  1	120	ΩΣ 
0.00000000000000000	0.00000001115870401	0.00000008673628980	0.00000000000000000	0.00000077248829294	  2	120	IIB
0.00000000000000000	0.00000001115870401	0.00000008673628980	0.00000000000000000	0.00000077248829294	  2	120	XVE
0.00000000000000000	0.00000001115767873	0.00000008574948151	0.00000000000000000	0.00000069114900758	  2	120	UPD
0.00000000000000000	0.00000001105220721	0.00000008501963324	0.00000000000000000	0.00000069897565118	  2	120	HKO
0.00000000000000000	0.00000001098698518	0.00000008449324662	0.00000000000000000	0.00000069114900758	  2	120	CGA
0.00000000000000000	0.00000001098698518	0.00000008449324662	0.00000000000000000	0.00000069114900758	  2	120	NTK
0.00000000000000000	0.00000001094282026	0.00000011937207597	0.00000000000000000	0.00000131313843149	  1	120	GMD
0.00000000000000000	0.00000001094282026	0.00000011937207597	0.00000000000000000	0.00000131313843149	  1	120	VPI
0.00000000000000000	0.00000001081648147	0.00000008313018669	0.00000000000000000	0.00000067068856241	  2	120	DGH
0.00000000000000000	0.00000001067976532	0.00000009166865791	0.00000000000000000	0.00000095768561863	  2	120	GEX
0.00000000000000000	0.00000001067976532	0.00000009166865791	0.00000000000000000	0.00000095768561863	  2	120	ZYB
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	CVM
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	CÆT
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	DUÆ
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	DVY
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	FÆM
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	HÆI
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	IJL
0.00000000000000000	0.00000001061141262	0.00000011575684537	0.00000000000000000	0.00000127336951401	  1	120	IOY
